interval_end,mcp,cr_raise,cr_lower,reg_raise,reg_lower,rocof,operational_demand_mw,unscheduled_demand_mw,operational_withdrawal_mw,dpv_mw,trading_interval_end,rtp,stem_price,stem_qty_mwh,stem_bid_mwh,stem_offer_mwh,sent_out_mwh,sent_out_mw,dpv_mw_30min,scada_mwh,scada_mw,scheduled_energy_mw,residual_demand_mw,mcp_lag1,mcp_lag6,mcp_lag12,hour,minute,dow,month,year,is_weekend
2023-10-01 08:00:00,738.0,1180.27,0.49,577.15,0.5,0.0,1606.73,1598.12,-8.61,415.39,2023-10-01 08:00:00,555.99,65.25,84.415,675.462,2181.218,793.08438034,1586.16876068,370.2172,134.091,1609.092,1574.13,1191.3400000000001,,,,8,0,6,10,2023,True
2023-10-01 08:05:00,738.0,1107.77,0.49,577.15,0.5,0.0,1594.24,1586.53,-7.71,427.91,2023-10-01 08:30:00,102.04,65.19,80.206,623.392,2208.662,719.49631135,1438.9926227,596.8801,132.195,1586.34,1567.66,1166.33,738.0,,,8,5,6,10,2023,True
2023-10-01 08:10:00,738.0,689.17,0.1,575.44,0.5,0.0,1581.83,1574.04,-7.79,460.49,2023-10-01 08:30:00,102.04,65.19,80.206,623.392,2208.662,719.49631135,1438.9926227,596.8801,131.132,1573.584,1578.29,1121.34,738.0,,,8,10,6,10,2023,True
2023-10-01 08:15:00,738.0,684.83,0.1,575.44,0.5,0.0,1554.51,1547.28,-7.23,486.06,2023-10-01 08:30:00,102.04,65.19,80.206,623.392,2208.662,719.49631135,1438.9926227,596.8801,130.401,1564.8120000000001,1564.78,1068.45,738.0,,,8,15,6,10,2023,True
2023-10-01 08:20:00,263.54,190.69,0.1,104.88,0.5,0.0,1524.89,1517.86,-7.03,493.67,2023-10-01 08:30:00,102.04,65.19,80.206,623.392,2208.662,719.49631135,1438.9926227,596.8801,128.537,1542.444,1532.4,1031.22,738.0,,,8,20,6,10,2023,True
2023-10-01 08:25:00,120.42,0.21,10.02,0.1,10.61,0.0,1501.79,1495.57,-6.22,535.65,2023-10-01 08:30:00,102.04,65.19,80.206,623.392,2208.662,719.49631135,1438.9926227,596.8801,125.281,1503.372,1490.93,966.14,263.54,,,8,25,6,10,2023,True
2023-10-01 08:30:00,161.42,93.76,10.02,51.31,10.21,0.0,1453.32,1445.03,-8.29,570.66,2023-10-01 08:30:00,102.04,65.19,80.206,623.392,2208.662,719.49631135,1438.9926227,596.8801,121.9,1462.8000000000002,1479.23,882.66,120.42,738.0,,8,30,6,10,2023,True
2023-10-01 08:35:00,107.13,0.21,10.02,0.1,13.29,0.0,1437.39,1430.72,-6.67,647.23,2023-10-01 09:00:00,143.8,65.13,80.879,562.504,2217.154,713.91505902,1427.83011804,530.8784,120.038,1440.456,1462.69,790.1600000000001,161.42,738.0,,8,35,6,10,2023,True
2023-10-01 08:40:00,73.23,1.07,10.02,0.5,57.8,0.0,1392.78,1386.91,-5.87,717.28,2023-10-01 09:00:00,143.8,65.13,80.879,562.504,2217.154,713.91505902,1427.83011804,530.8784,117.449,1409.388,1408.42,675.5,107.13,738.0,,8,40,6,10,2023,True
2023-10-01 08:45:00,73.45,0.23,46.08,0.1,46.97,0.0,1411.63,1406.14,-5.49,712.85,2023-10-01 09:00:00,143.8,65.13,80.879,562.504,2217.154,713.91505902,1427.83011804,530.8784,116.126,1393.5120000000002,1384.53,698.7800000000001,73.23,738.0,,8,45,6,10,2023,True
2023-10-01 08:50:00,98.55,0.22,21.45,0.1,21.87,0.0,1402.67,1397.28,-5.39,754.2,2023-10-01 09:00:00,143.8,65.13,80.879,562.504,2217.154,713.91505902,1427.83011804,530.8784,116.127,1393.524,1339.09,648.47,73.45,263.54,,8,50,6,10,2023,True
2023-10-01 08:55:00,98.47,25.99,33.86,12.67,34.52,0.01,1421.85,1415.4,-6.45,776.66,2023-10-01 09:00:00,143.8,65.13,80.879,562.504,2217.154,713.91505902,1427.83011804,530.8784,117.545,1410.54,1319.67,645.1899999999999,98.55,120.42,,8,55,6,10,2023,True
2023-10-01 09:00:00,165.17,91.99,10.02,50.16,10.21,0.0,1454.06,1446.93,-7.13,784.86,2023-10-01 09:00:00,143.8,65.13,80.879,562.504,2217.154,713.91505902,1427.83011804,530.8784,119.65,1435.8000000000002,1363.71,669.1999999999999,98.47,161.42,738.0,9,0,6,10,2023,True
2023-10-01 09:05:00,184.17,110.99,10.02,60.05,10.61,0.0,1449.33,1442.45,-6.88,768.18,2023-10-01 09:30:00,8.06,65.1,49.41,514.018,2228.727,635.23939611,1270.47879222,796.8456,119.733,1436.796,1437.12,681.15,165.17,107.13,738.0,9,5,6,10,2023,True
2023-10-01 09:10:00,184.22,111.15,10.02,60.13,10.61,0.0,1451.53,1445.34,-6.19,802.18,2023-10-01 09:30:00,8.06,65.1,49.41,514.018,2228.727,635.23939611,1270.47879222,796.8456,120.391,1444.692,1490.2,649.35,184.17,73.23,738.0,9,10,6,10,2023,True
2023-10-01 09:15:00,109.38,0.22,10.95,0.22,11.16,0.0,1405.64,1398.67,-6.97,825.22,2023-10-01 09:30:00,8.06,65.1,49.41,514.018,2228.727,635.23939611,1270.47879222,796.8456,118.696,1424.3519999999999,1455.91,580.4200000000001,184.22,73.45,738.0,9,15,6,10,2023,True
2023-10-01 09:20:00,99.96,0.22,20.07,0.1,20.46,0.0,1362.23,1352.8,-9.43,853.25,2023-10-01 09:30:00,8.06,65.1,49.41,514.018,2228.727,635.23939611,1270.47879222,796.8456,114.75,1377.0,1426.12,508.98,109.38,98.55,263.54,9,20,6,10,2023,True
2023-10-01 09:25:00,119.87,0.21,10.56,0.1,11.16,0.0,1315.81,1303.33,-12.48,905.89,2023-10-01 09:30:00,8.06,65.1,49.41,514.018,2228.727,635.23939611,1270.47879222,796.8456,110.42699999999999,1325.1239999999998,1422.1,409.91999999999996,99.96,98.47,120.42,9,25,6,10,2023,True
2023-10-01 09:30:00,99.96,0.21,30.09,0.1,31.07,0.0,1269.66,1260.93,-8.73,1046.28,2023-10-01 09:30:00,8.06,65.1,49.41,514.018,2228.727,635.23939611,1270.47879222,796.8456,107.899,1294.788,1266.74,223.3800000000001,119.87,165.17,161.42,9,30,6,10,2023,True
2023-10-01 09:35:00,73.17,0.0,46.25,0.0,47.15,0.0,1229.42,1222.93,-6.49,1110.92,2023-10-01 10:00:00,132.61,65.0,25.454,486.922,2242.614,694.71404553,1389.42809106,992.6896,103.42399999999999,1241.088,1239.56,118.5,99.96,184.17,107.13,9,35,6,10,2023,True
2023-10-01 09:40:00,-10.32,98.11,176.56,49.35,179.99,0.0,1218.9,1214.6,-4.3,1176.09,2023-10-01 10:00:00,132.61,65.0,25.454,486.922,2242.614,694.71404553,1389.42809106,992.6896,101.13,1213.56,1183.71,42.81000000000017,73.17,184.22,73.23,9,40,6,10,2023,True
2023-10-01 09:45:00,-52.06,98.11,217.51,49.35,221.73,0.0,1254.45,1250.3,-4.15,1258.22,2023-10-01 10:00:00,132.61,65.0,25.454,486.922,2242.614,694.71404553,1389.42809106,992.6896,102.103,1225.2359999999999,1151.47,-3.769999999999982,-10.32,109.38,73.45,9,45,6,10,2023,True
2023-10-01 09:50:00,-52.06,43.7,190.66,21.98,194.36,0.0,1277.56,1272.01,-5.55,1209.1,2023-10-01 10:00:00,132.61,65.0,25.454,486.922,2242.614,694.71404553,1389.42809106,992.6896,104.661,1255.932,1145.71,68.46000000000004,-52.06,99.96,98.55,9,50,6,10,2023,True
2023-10-01 09:55:00,-10.32,43.7,149.71,21.98,152.62,0.0,1297.24,1292.51,-4.73,1163.7,2023-10-01 10:00:00,132.61,65.0,25.454,486.922,2242.614,694.71404553,1389.42809106,992.6896,107.296,1287.5520000000001,1142.8799999999999,133.53999999999996,-52.06,119.87,98.47,9,55,6,10,2023,True
2023-10-01 10:00:00,96.41,43.7,45.02,21.98,45.89,0.0,1337.18,1330.96,-6.22,1095.41,2023-10-01 10:00:00,132.61,65.0,25.454,486.922,2242.614,694.71404553,1389.42809106,992.6896,109.179,1310.1480000000001,1141.31,241.76999999999998,-10.32,99.96,165.17,10,0,6,10,2023,True
2023-10-01 10:05:00,159.33,158.29,39.84,79.62,40.61,0.0,1409.53,1354.6,-54.93,1009.54,2023-10-01 10:30:00,35.19,-16.4,3.11,462.938,2303.957,652.81121271,1305.62242542,983.4683,112.168,1346.016,1331.16,399.99,96.41,73.17,184.17,10,5,6,10,2023,True
2023-10-01 10:10:00,161.9,163.4,39.84,82.19,40.61,0.0,1407.68,1353.63,-54.05,1023.86,2023-10-01 10:30:00,35.19,-16.4,3.11,462.938,2303.957,652.81121271,1305.62242542,983.4683,113.08500000000001,1357.02,1395.81,383.82000000000005,159.33,-10.32,184.22,10,10,6,10,2023,True
2023-10-01 10:15:00,130.53,0.0,10.95,0.0,11.16,0.0,1384.97,1328.85,-56.12,1005.22,2023-10-01 10:30:00,35.19,-16.4,3.11,462.938,2303.957,652.81121271,1305.62242542,983.4683,112.14699999999999,1345.764,1430.98,379.75,161.9,-52.06,109.38,10,15,6,10,2023,True
2023-10-01 10:20:00,117.12,62.42,42.4,39.14,43.22,0.0,1383.05,1327.43,-55.62,1010.61,2023-10-01 10:30:00,35.19,-16.4,3.11,462.938,2303.957,652.81121271,1305.62242542,983.4683,110.664,1327.968,1365.41,372.43999999999994,130.53,-52.06,99.96,10,20,6,10,2023,True
2023-10-01 10:25:00,130.36,88.9,40.42,50.36,41.2,0.0,1367.89,1311.87,-56.02,1004.73,2023-10-01 10:30:00,35.19,-16.4,3.11,462.938,2303.957,652.81121271,1305.62242542,983.4683,110.463,1325.556,1359.47,363.1600000000001,117.12,-10.32,119.87,10,25,6,10,2023,True
2023-10-01 10:30:00,99.96,0.0,20.84,0.0,21.24,0.0,1327.89,1271.27,-56.62,1035.06,2023-10-01 10:30:00,35.19,-16.4,3.11,462.938,2303.957,652.81121271,1305.62242542,983.4683,107.915,1294.98,1355.12,292.83000000000015,130.36,96.41,99.96,10,30,6,10,2023,True
2023-10-01 10:35:00,-10.32,46.97,150.58,21.98,153.5,0.0,1311.61,1255.64,-55.97,1016.03,2023-10-01 11:00:00,-10.35,-15.64,3.11,455.813,2292.159,604.92560994,1209.85121988,1122.125,105.044,1260.528,1276.46,295.5799999999999,99.96,159.33,73.17,10,35,6,10,2023,True
2023-10-01 10:40:00,71.06,2038.0,2038.0,2038.0,2038.0,0.01,1298.33,1242.36,-55.97,996.62,2023-10-01 11:00:00,-10.35,-15.64,3.11,455.813,2292.159,604.92560994,1209.85121988,1122.125,104.671,1256.0520000000001,1240.81,301.7099999999999,-10.32,161.9,-10.32,10,40,6,10,2023,True
2023-10-01 10:45:00,71.06,123.12,102.08,53.93,104.07,0.0,1279.22,1222.6,-56.62,1028.26,2023-10-01 11:00:00,-10.35,-15.64,3.11,455.813,2292.159,604.92560994,1209.85121988,1122.125,102.774,1233.288,1265.8700000000001,250.96000000000004,71.06,130.53,-52.06,10,45,6,10,2023,True
2023-10-01 10:50:00,-10.32,90.04,172.51,45.29,175.86,0.0,1246.65,1220.47,-26.18,1056.21,2023-10-01 11:00:00,-10.35,-15.64,3.11,455.813,2292.159,604.92560994,1209.85121988,1122.125,101.671,1220.0520000000001,1234.99,190.44000000000005,71.06,117.12,-52.06,10,50,6,10,2023,True
2023-10-01 10:55:00,-10.32,336.84,294.29,169.43,300.0,0.0,1243.13,1237.2,-5.93,1137.72,2023-10-01 11:00:00,-10.35,-15.64,3.11,455.813,2292.159,604.92560994,1209.85121988,1122.125,102.738,1232.856,1189.36,105.41000000000008,-10.32,130.36,-10.32,10,55,6,10,2023,True
2023-10-01 11:00:00,-10.32,336.84,294.29,169.43,300.0,0.0,1204.44,1198.76,-5.68,1183.03,2023-10-01 11:00:00,-10.35,-15.64,3.11,455.813,2292.159,604.92560994,1209.85121988,1122.125,101.934,1223.208,1237.74,21.410000000000082,-10.32,99.96,96.41,11,0,6,10,2023,True
2023-10-01 11:05:00,-10.32,336.84,294.29,169.43,300.0,0.0,1198.05,1192.37,-5.68,1227.48,2023-10-01 11:30:00,-39.0,-14.8,3.11,456.503,2278.593,571.91152668,1143.82305336,1114.687,99.88,1198.56,1237.15,-29.430000000000064,-10.32,-10.32,159.33,11,5,6,10,2023,True
2023-10-01 11:10:00,-10.42,596.42,422.47,300.0,430.67,0.0,1194.72,1189.04,-5.68,1264.81,2023-10-01 11:30:00,-39.0,-14.8,3.11,456.503,2278.593,571.91152668,1143.82305336,1114.687,99.727,1196.7240000000002,1193.07,-70.08999999999992,-10.32,71.06,161.9,11,10,6,10,2023,True
2023-10-01 11:15:00,-10.32,336.84,294.29,169.43,300.0,0.0,1193.21,1187.28,-5.93,1347.26,2023-10-01 11:30:00,-39.0,-14.8,3.11,456.503,2278.593,571.91152668,1143.82305336,1114.687,99.08800000000001,1189.056,1239.12,-154.04999999999995,-10.42,71.06,130.53,11,15,6,10,2023,True
2023-10-01 11:20:00,-10.41,596.42,422.46,300.0,430.66,0.0,1181.61,1175.93,-5.68,1348.36,2023-10-01 11:30:00,-39.0,-14.8,3.11,456.503,2278.593,571.91152668,1143.82305336,1114.687,99.495,1193.94,1193.94,-166.75,-10.32,-10.32,117.12,11,20,6,10,2023,True
2023-10-01 11:25:00,-10.32,341.74,422.37,300.0,430.57,0.01,1176.76,1171.08,-5.68,1296.11,2023-10-01 11:30:00,-39.0,-14.8,3.11,456.503,2278.593,571.91152668,1143.82305336,1114.687,98.477,1181.7240000000002,1171.41,-119.34999999999991,-10.41,-10.32,130.36,11,25,6,10,2023,True
2023-10-01 11:30:00,-10.32,341.74,422.37,300.0,430.57,0.01,1136.68,1130.7,-5.98,1280.78,2023-10-01 11:30:00,-39.0,-14.8,3.11,456.503,2278.593,571.91152668,1143.82305336,1114.687,96.035,1152.42,1213.83,-144.0999999999999,-10.32,-10.32,99.96,11,30,6,10,2023,True
2023-10-01 11:35:00,-10.32,1823.64,949.19,837.05,967.62,0.01,1128.48,1122.8,-5.68,1314.53,2023-10-01 12:00:00,-31.34,12.73,3.11,455.953,2277.028,606.06396123,1212.12792246,1052.212,93.465,1121.58,1158.34,-186.04999999999995,-10.32,-10.32,-10.32,11,35,6,10,2023,True
2023-10-01 11:40:00,-52.5,2038.0,2038.0,2038.0,2038.0,0.0,1111.81,1105.72,-6.09,1358.17,2023-10-01 12:00:00,-31.34,12.73,3.11,455.953,2277.028,606.06396123,1212.12792246,1052.212,93.018,1116.216,1079.35,-246.36000000000013,-10.32,-10.42,71.06,11,40,6,10,2023,True
2023-10-01 11:45:00,-52.5,653.59,463.75,300.0,472.75,0.01,1117.3,1105.18,-12.12,1457.0,2023-10-01 12:00:00,-31.34,12.73,3.11,455.953,2277.028,606.06396123,1212.12792246,1052.212,92.579,1110.9479999999999,1059.72,-339.70000000000005,-52.5,-10.32,71.06,11,45,6,10,2023,True
2023-10-01 11:50:00,-54.19,300.0,465.4,300.0,474.44,0.0,1156.81,1101.49,-55.32,1461.29,2023-10-01 12:00:00,-31.34,12.73,3.11,455.953,2277.028,606.06396123,1212.12792246,1052.212,91.851,1102.212,1051.55,-304.48,-52.5,-10.41,-10.32,11,50,6,10,2023,True
2023-10-01 11:55:00,-54.19,300.0,465.4,300.0,474.44,0.0,1170.69,1114.12,-56.57,1454.97,2023-10-01 12:00:00,-31.34,12.73,3.11,455.953,2277.028,606.06396123,1212.12792246,1052.212,91.751,1101.0120000000002,1079.73,-284.28,-54.19,-10.32,-10.32,11,55,6,10,2023,True
2023-10-01 12:00:00,-52.5,300.0,463.75,300.0,472.75,0.0,1183.7,1138.72,-44.98,1471.21,2023-10-01 12:00:00,-31.34,12.73,3.11,455.953,2277.028,606.06396123,1212.12792246,1052.212,94.056,1128.672,1107.84,-287.51,-54.19,-10.32,-10.32,12,0,6,10,2023,True
2023-10-01 12:05:00,-52.5,22.05,191.02,21.98,194.73,0.0,1195.05,1169.57,-25.48,1373.78,2023-10-01 12:30:00,-24.12,11.06,3.11,456.487,2286.363,620.79247583,1241.58495166,1025.747,96.229,1154.748,1139.87,-178.73000000000002,-52.5,-10.32,-10.32,12,5,6,10,2023,True
2023-10-01 12:10:00,-52.06,0.0,169.03,0.0,172.31,0.0,1196.12,1190.3,-5.82,1406.85,2023-10-01 12:30:00,-24.12,11.06,3.11,456.487,2286.363,620.79247583,1241.58495166,1025.747,98.294,1179.528,1136.58,-210.73000000000002,-52.5,-52.5,-10.42,12,10,6,10,2023,True
2023-10-01 12:15:00,-10.32,47.37,149.64,21.98,152.55,0.0,1205.52,1199.95,-5.57,1285.46,2023-10-01 12:30:00,-24.12,11.06,3.11,456.487,2286.363,620.79247583,1241.58495166,1025.747,99.308,1191.6960000000001,1195.99,-79.94000000000005,-52.06,-52.5,-10.32,12,15,6,10,2023,True
2023-10-01 12:20:00,-10.32,47.37,149.64,21.98,152.55,0.0,1226.07,1219.95,-6.12,1197.82,2023-10-01 12:30:00,-24.12,11.06,3.11,456.487,2286.363,620.79247583,1241.58495166,1025.747,100.36,1204.32,1284.24,28.25,-10.32,-54.19,-10.41,12,20,6,10,2023,True
2023-10-01 12:25:00,-10.32,47.37,149.64,21.98,152.55,0.0,1249.73,1243.91,-5.82,1200.12,2023-10-01 12:30:00,-24.12,11.06,3.11,456.487,2286.363,620.79247583,1241.58495166,1025.747,102.585,1231.02,1278.01,49.61000000000013,-10.32,-54.19,-10.32,12,25,6,10,2023,True
2023-10-01 12:30:00,-10.32,41.74,147.08,19.37,149.94,0.0,1230.99,1224.93,-6.06,1144.74,2023-10-01 12:30:00,-24.12,11.06,3.11,456.487,2286.363,620.79247583,1241.58495166,1025.747,102.753,1233.036,1268.04,86.25,-10.32,-52.5,-10.32,12,30,6,10,2023,True
2023-10-01 12:35:00,-10.32,41.74,147.08,19.37,149.94,0.0,1208.06,1201.9,-6.16,1146.68,2023-10-01 13:00:00,-17.24,11.79,3.11,457.123,2302.693,672.72455092,1345.44910184,939.2448,101.791,1221.492,1255.22,61.37999999999988,-10.32,-52.5,-10.32,12,35,6,10,2023,True
2023-10-01 12:40:00,-10.32,41.74,147.8,20.1,150.67,0.0,1189.49,1183.42,-6.07,1151.69,2023-10-01 13:00:00,-17.24,11.79,3.11,457.123,2302.693,672.72455092,1345.44910184,939.2448,99.66,1195.92,1223.87,37.799999999999955,-10.32,-52.06,-52.5,12,40,6,10,2023,True
2023-10-01 12:45:00,-10.42,41.64,147.85,20.05,150.72,0.0,1221.98,1182.41,-39.57,1186.48,2023-10-01 13:00:00,-17.24,11.79,3.11,457.123,2302.693,672.72455092,1345.44910184,939.2448,99.53,1194.3600000000001,1196.59,35.5,-10.32,-10.32,-52.5,12,45,6,10,2023,True
2023-10-01 12:50:00,-51.26,0.8,169.01,0.78,172.29,0.0,1276.16,1220.69,-55.47,1226.53,2023-10-01 13:00:00,-17.24,11.79,3.11,457.123,2302.693,672.72455092,1345.44910184,939.2448,99.87299999999999,1198.4759999999999,1172.59,49.63000000000011,-10.42,-10.32,-54.19,12,50,6,10,2023,True
2023-10-01 12:55:00,-52.06,0.0,169.03,0.0,172.31,0.0,1280.63,1226.16,-54.47,1229.24,2023-10-01 13:00:00,-17.24,11.79,3.11,457.123,2302.693,672.72455092,1345.44910184,939.2448,101.969,1223.628,1123.5,51.3900000000001,-51.26,-10.32,-54.19,12,55,6,10,2023,True
2023-10-01 13:00:00,-51.83,0.23,168.9,0.1,172.18,0.0,1287.56,1231.99,-55.57,1233.95,2023-10-01 13:00:00,-17.24,11.79,3.11,457.123,2302.693,672.72455092,1345.44910184,939.2448,101.748,1220.976,1194.23,53.6099999999999,-52.06,-10.32,-52.5,13,0,6,10,2023,True
2023-10-01 13:05:00,-10.32,41.74,145.24,17.49,148.06,0.0,1275.79,1265.02,-10.77,1239.73,2023-10-01 13:30:00,4.73,13.18,3.11,458.097,2326.712,700.87937149,1401.75874298,609.5172,103.758,1245.096,1281.72,36.059999999999945,-51.83,-10.32,-52.5,13,5,6,10,2023,True
2023-10-01 13:10:00,-10.32,41.74,147.8,20.1,150.67,0.0,1324.31,1318.74,-5.57,1220.36,2023-10-01 13:30:00,4.73,13.18,3.11,458.097,2326.712,700.87937149,1401.75874298,609.5172,107.631,1291.5720000000001,1309.59,103.95000000000005,-10.32,-10.32,-52.06,13,10,6,10,2023,True
